발생일자,건물명,승강기고유번호,주소,사고구분
2005-08-18,인천교통공사 부평역사,3803226,인천광역시 부평구 광장로 4 (부평동),중대사고
2005-09-05,태원중화요리,,대전광역시 서구 문정로 19 (둔산동),중대사고
2005-09-09,서울교통공사5호선까치산역,1807712,서울특별시 강서구 강서로 지하 54 (화곡동),중대사고
2005-10-04,복있는어린이집,,부산광역시 사하구 다대로 235 (장림동),중대사고
2005-10-17,인천교통공사 부평역사,3803641,인천광역시 부평구 광장로 4 (부평동),중대사고
2005-10-19,성신프라자,,인천광역시 미추홀구 노적산로 70 (학익동),중대사고
2005-10-21,장군생고기부페,,경기도 평택시 통미로60번길 32 (합정동),중대사고
2005-10-26,센터블스파빌딩,3800279,경기도 수원시 권선구 동수원로 232 (권선동),중대사고
2005-11-05,춘향테마파크,7800572,"전라북도 남원시 양림길 14-9 , 춘향테마파크  (어현동)",중대사고
2005-11-07,장충고등학교,,서울특별시 중구 동호로15길 93 (신당동),중대사고
2005-11-16,(주)LG화학 여수공장,7041463,전라남도 여수시 여수산단2로 55  (화치동),중대사고
2005-12-01,"서울교통공사6,7호선태릉입구역",1806732,서울특별시 노원구 동일로 992-1 (공릉동),중대사고
2005-12-04,대구도시철도공사2호선 반월당역,6800294,대구광역시 중구 달구벌대로 지하2100 (덕산동),중대사고
2005-12-15,삼성홈플러스작전점,3806634,인천광역시 계양구 계양대로 27 (작전동) 삼성홈플러스작전점,중대사고
2005-12-24,롯데마트 송파점,1802145,서울특별시 송파구 중대로 80 (문정동),중대사고
2006-01-02,해수피아,,인천 중구 운남동 1129-11 ,중대사고
2006-01-06,금강종합식품,,충청북도 청주시 흥덕구 오송읍 운주산로 114 ,중대사고
2006-01-06,불교문화회관,5041360,충청북도 청주시 상당구 월평로184번길 101 (용암동),중대사고
2006-01-15,토라몰,,서울특별시 금천구 디지털로 177 (가산동),중대사고
2006-02-15,대구도시철도공사2호선 내당역,6800235,대구광역시 서구 달구벌대로 1829  (내당동),중대사고
2006-02-16,대구도시철도공사2호선 반고개역,6802332,대구광역시 달서구 달구벌대로 지하1900 (두류동),중대사고
2006-02-17,대구도시철도공사2호선 내당역,6800239,대구광역시 서구 달구벌대로 1829  (내당동),중대사고
2006-02-21,(주)은혜사,,인천광역시 남동구 평온로 32 (간석동),중대사고
2006-02-22,국립중앙박물관,1801323,서울특별시 용산구 서빙고로 137 (용산동6가),중대사고
2006-03-14,부산교통공사 부산역,,"부산광역시 동구 중앙대로 지하 200 , 부산역지하상가관리사무소  (초량동)",중대사고
2006-03-16,익산부송주공1차아파트,,전라북도 익산시 무왕로22길 12  (부송동),중대사고
2006-03-22,대광빌딩,0004340,서울특별시 서대문구 연세로5다길 40 (창천동),중대사고
2006-03-27,(주)세이브존,8800725,부산광역시 해운대구 구남로29번길 21 (중동),중대사고
2006-03-27,마들프라자,0056699,서울특별시 노원구 한글비석로 269 (중계동),중대사고
2006-04-08,철도공사송탄역사,,경기도 평택시 송탄공원로 43  (신장동),중대사고
2006-04-17,양우드라마시티,2017269,경기도 고양시 일산동구 백마로213번길 36 (장항동),중대사고
2006-04-17,에르메스코리아(유),0079938,서울특별시 강남구 도산대로45길 7 (신사동),중대사고
2006-04-21,부산교통공사 서면역 2호선,8803679,부산광역시 부산진구 중앙대로 730 (부전동),중대사고
2006-04-29,한국2차아파트,8079354,"경상남도 김해시 분성로 155 (외동, 한국2차아파트)",중대사고
2006-04-30,한국철도공사경의중앙선회기역,,서울특별시 동대문구 회기로 196 (휘경동),중대사고
2006-04-30,동호빌딩,6041470,대구광역시 남구 현충로 236 (대명동),중대사고
2006-05-03,구로롯데아파트,0047365,서울특별시 구로구 새말로 31 (구로동),중대사고
2006-05-10,영암교회,0055854,서울특별시 성북구 안암로7길 66 (안암동3가),중대사고
2006-05-12,인천교통공사 부평역사,3803222,인천광역시 부평구 광장로 4 (부평동),중대사고
2006-05-14,가경주공2단지아파트,5040580,충청북도 청주시 흥덕구 가경로 26 (가경동),중대사고
2006-05-15,송촌행정복지센터,5016920,대전광역시 대덕구 동춘당로94번길 11 (송촌동),중대사고
2006-05-20,서울교통공사4호선명동역,,서울특별시 중구 퇴계로 126 (충무로2가),중대사고
2006-05-20,대구도시철도공사2호선 사월역,6800211,대구광역시 수성구 달구벌대로 지하 3290 (신매동),중대사고
2006-05-22,대구도시철도공사2호선 반월당역,6800293,대구광역시 중구 달구벌대로 지하2100 (덕산동),중대사고
2006-05-29,와이즈파크,7801177,광주광역시 동구 충장로 72 (충장로3가),중대사고
2006-05-29,대원학원,,서울특별시 광진구 용마산로22길 26 (중곡동),중대사고
2006-05-31,미래주차타워,2055703,경기도 안산시 상록구 중보1길 36 (이동),중대사고
2006-06-01,뉴삼부프라자,,대전광역시 중구 태평로 71 (태평동),중대사고
2006-06-03,서울교통공사6호선고려대역,1809108,서울특별시 성북구 종암로 1 (종암동),중대사고
2006-06-05,대구도시철도공사1호선해안역,,대구광역시 동구 동촌로 지하 167 (방촌동),중대사고
2006-06-05,사우동부아파트,4009596,강원도 춘천시 충열로 32 (우두동),중대사고
2006-06-13,삼익프라자2차,2169928,경기도 부천시 조마루로291번길 38  (중동),중대사고
2006-06-14,무정빌딩,5035456,충청남도 천안시 서북구 봉명로 34 (쌍용동),중대사고
2006-06-20,금오중학교,,경기도 의정부시 금신로 380 (금오동),중대사고
2006-06-25,홈플러스 동광주점,7801044,광주광역시 북구 동문대로 200 (두암동),중대사고
2006-06-28,구포역앞광장,8075789,부산광역시 북구 구포만세길 111 (구포동)구포역앞광장,중대사고
2006-07-02,효진(주),,부산광역시 부산진구 중앙대로 669 (부전동),중대사고
2006-07-02,신내4단지아파트,0028913,서울특별시 중랑구 숙선옹주로 91 (묵동),중대사고
2006-07-03,보바스기념병원,2025514,경기도 성남시 분당구 대왕판교로 155-7 (금곡동),중대사고
2006-07-04,안산예술인아파트,2142017,경기도 안산시 상록구 화랑로 495 (성포동，예술인아파트),중대사고
2006-07-10,선원동금호타운,7030452,전라남도 여수시 시청로 82 (선원동),중대사고
2006-07-11,화명대림타운,8054195,부산광역시 북구 금곡대로 268 (화명동),중대사고
2006-07-14,서울교통공사7호선노원역,1806699,서울특별시 노원구 동일로 지하 1409  (상계동),중대사고
2006-07-18,부산교통공사 서면역 2호선,8803679,부산광역시 부산진구 중앙대로 730 (부전동),중대사고
2006-07-19,부산교통공사 3호선 배산역,8800593,부산광역시 연제구 연수로 229 (연산동),중대사고
2006-07-19,(주)이마트 계양점,3803273,인천광역시 계양구 봉오대로 785 (작전동),중대사고
2006-07-23,김포북변대우아파트,2113226,"경기도 김포시 봉화로182번길 33 (북변동, 대우아파트)",중대사고
2006-07-26,르네상스쇼핑몰관리단,1807277,서울특별시 관악구 신림로 340 (신림동),중대사고
2006-07-27,뉴코아아울렛,8008250,울산광역시 중구 시계탑거리 20 (성남동),중대사고
2006-07-28,한국철도공사경의중앙선회기역,1802491,서울특별시 동대문구 회기로 196 (휘경동),중대사고
2006-08-02,수원애경역사(주),3807340,경기도 수원시 팔달구 덕영대로 924 (매산로1가),중대사고
2006-08-04,부천역사,3806507,경기도 부천시 부천로 1  (심곡본동),중대사고
2006-08-09,롯데슈퍼 진월점,7001104,광주광역시 남구 서문대로 729 (진월동),중대사고
2006-08-12,부천역사,3803603,경기도 부천시 부천로 1  (심곡본동),중대사고
2006-08-13,부천역사,3803603,경기도 부천시 부천로 1  (심곡본동),중대사고
2006-08-13,AK PLAZA(분당점),3805415,경기도 성남시 분당구 황새울로360번길 42 (서현동),중대사고
2006-08-30,독립문극동임대아파트,0084475,"서울특별시 서대문구 독립문공원길 17 극동아파트 제2관리사무소 (현저동, 독립문극동아파트)",중대사고
2006-09-01,서울교통공사5호선까치산역,1807711,서울특별시 강서구 강서로 지하 54 (화곡동),중대사고
2006-09-03,(주)동광스포츠센타,,경상북도 포항시 북구 대안길 44 (용흥동),중대사고
2006-09-04,인천교통공사 신연수역사,,인천광역시 연수구 경원대로 지하368  (선학동),중대사고
2006-09-05,강선마을6단지금호한양아파트,2040588,"경기도 고양시 일산서구 대산로 99 (주엽동, 강선마을6단지아파트)",중대사고
2006-09-08,사우초등학교,3900725,경기도 김포시 사우로 20 (사우동),중대사고
2006-09-11,한국철도공사경의중앙선회기역,1802495,서울특별시 동대문구 회기로 196 (휘경동),중대사고
2006-09-13,부산교통공사 동의대역,8800604,"부산광역시 부산진구 가야대로 554 (가야동,동의대역)",중대사고
2006-09-13,부산교통공사 서면역 2호선,8803679,부산광역시 부산진구 중앙대로 730 (부전동),중대사고
2006-09-15,하나실업,0004190,서울특별시 용산구 원효로 158 (원효로2가),중대사고
2006-09-18,동조리젠시,8021067,"부산광역시 부산진구 신암로 86-1 (범천동, 동조리젠시)",중대사고
2006-09-20,서울교통공사5호선강동역,0012496,서울특별시 강동구 천호대로 1097 (천호동),중대사고
2006-09-21,한국철도공사경의중앙선회기역,1802491,서울특별시 동대문구 회기로 196 (휘경동),중대사고
2006-09-25,대구도시철도공사2호선 범어역,6800269,대구광역시 수성구 달구벌대로 지하2396 (범어동),중대사고
2006-10-09,부산교통공사 3호선남산정역,8800686,부산광역시 북구 만덕대로 지하179 (만덕동),중대사고
2006-10-21,한국철도공사경의중앙선덕소역,3807639,경기도 남양주시 와부읍 덕소로 56 ,중대사고
2006-10-22,모라주공3단지장애인편의시설,8057034,부산광역시 사상구 모라로192번길 20-21 (모라동，주공아파트3단지),중대사고
2006-10-26,한국철도공사 분당선 정자역,,경기도 성남시 분당구 성남대로 333 (정자동),중대사고
2006-10-27,세이백화점,5800340,대전광역시 중구 계백로 1700 (문화동),중대사고
2006-10-31,시범다은마을삼성래미안아파트,2104626,경기도 화성시 메타폴리스로 6 (반송동),중대사고
2006-11-02,부산교통공사 연산역,8803525,부산광역시 연제구 중앙대로 지하 1101 (연산동),중대사고
2006-11-02,씨네파크,3801049,경기도 수원시 팔달구 권광로 181 (인계동),중대사고
2006-11-10,부산교통공사 서면역 2호선,8803679,부산광역시 부산진구 중앙대로 730 (부전동),중대사고
2006-11-15,부산교통공사3호선숙등역,8803594,부산광역시 북구 만덕대로 79 (덕천동),중대사고
2006-11-21,롯데쇼핑(주)롯데마트부평역점,2079394,인천광역시 부평구 광장로 16 (부평동),중대사고
2006-12-07,부산교통공사 3호선 미남역,8800662,부산광역시 동래구 아시아드대로 232 (온천동),중대사고
2006-12-23,한영빌딩,0025262,서울특별시 구로구 디지털로27길 127 (가리봉동),중대사고
2006-12-28,콜롬버스월드(주.유맥시네마하남),,광주광역시 광산구 풍영철길로 15 (우산동),중대사고
2006-12-29,한우리빌딩,2004448,경기도 수원시 권선구 금호로 56 (호매실동),중대사고
2007-01-01,심가면옥,1900245,서울특별시 은평구 응암로 321 (응암동),중대사고
2007-01-03,부산교통공사 호포역,,"경상남도 양산시 동면 양산대로 62 , 호포역 ",중대사고
2007-01-06,만불회,,대구광역시 동구 동부로 75 (신천동),중대사고
2007-01-11,소공한국빌딩,,서울특별시 중구 남대문로7길 16 (소공동),중대사고
2007-01-15,중계그린아파트,,서울특별시 노원구 동일로207길 17 (중계동，중계그린아파트),중대사고
2007-01-15,양정롯데갤러리움아파트,8049081,부산광역시 부산진구 중앙대로969번길 11 (양정동),중대사고
2007-01-20,의정부성모병원,3800101,경기도 의정부시 천보로 271 (금오동),중대사고
2007-01-26,부산교통공사 3호선 배산역,8800728,부산광역시 연제구 연수로 229 (연산동),중대사고
2007-01-30,부산교통공사 3호선남산정역,8800686,부산광역시 북구 만덕대로 지하179 (만덕동),중대사고
2007-01-30,성민,2139820,인천광역시 미추홀구 석바위로114번길 7 (주안동),중대사고
2007-02-01,하소주공4단지아파트,,"충청북도 제천시 용두대로23길 14 (하소동, 주공4단지아파트)",중대사고
2007-02-03,메가빌딩,0095525,서울특별시 노원구 노해로 459 (상계동),중대사고
2007-02-05,곡란초등학교,,경기도 군포시 고산로677번길 24-42 (산본동),중대사고
2007-02-08,한국철도공사 분당선 가천대역,3807472,경기도 성남시 수정구 성남대로 지하1332  (태평동),중대사고
